"Country","Jurisdiction","Current date","Outdated coding in days (avg.)","Flagged days (total)","Forgotten boxes (total)","C1: School closing","C2: Workplace closing","C3: Cancel public events","C4: Restrictions on gatherings","C5: Close public transport","C6: Stay at home requirements","C7: Restrictions on internal movement","C8: International travel controls","E1: Income support","E2: Debt/contract relief","E3: Fiscal measures","E4: International support","H1: Public information campaigns","H2: Testing policy","H3: Contact tracing","H4: Emergency investment in healthcare","H5: Investment in vaccines","H6: Facial Coverings","H7: Vaccination policy","H8: Protection of elderly people","Missing days (avg.)"
"Trinidad and Tobago","National Government",2022-05-06,19,0,"0",2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2021-06-21,2021-06-21,2022-04-17,2022-04-17,2022-04-17,2021-06-21,2022-03-13,2022-04-17,2022-04-17,2022-04-17,19
"Tunisia","National Government",2022-05-06,25,1,"0",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2021-07-25,2021-07-23,2022-04-11,2022-04-11,2022-04-11,2021-07-25,2022-04-11,2022-04-11,2022-04-11,2022-04-11,25
"Turkey","National Government",2022-05-06,4,2,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-11,2021-08-11,2022-05-02,2022-05-02,2022-05-02,2021-08-11,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Turkmenistan","National Government",2022-05-06,32,0,"0",2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2021-08-09,2021-08-09,2022-04-04,2022-04-04,2022-04-04,2021-08-09,2022-03-15,2022-04-04,2022-04-04,2022-04-04,32
"Uganda","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-10,2021-08-10,2022-04-18,2022-04-18,2022-04-18,2021-08-10,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Ukraine","National Government",2022-05-06,12,2,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-08-01,2021-08-01,2022-04-24,2022-04-24,2022-04-24,2021-08-01,2022-04-24,2022-04-24,2022-04-24,2022-04-24,12
"United Arab Emirates","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"United Kingdom","National Government",2022-05-06,7,0,"0",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,7
"United Kingdom","England",2022-05-06,7,0,"20",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.25
"United Kingdom","Northern Ireland",2022-05-06,7,0,"20",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.25
"United Kingdom","Scotland",2022-05-06,7,0,"21",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.3125
"United Kingdom","Wales",2022-05-06,7,0,"21",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.3125
"United States","Michigan",2022-05-06,14.625,0,"0",2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-05-01,2022-05-01,2021-08-16,2021-08-16,2022-04-20,2022-04-20,2022-04-20,2021-08-16,2022-02-28,2022-04-20,2022-04-20,2022-04-20,14.625
"United States","Nebraska",2022-05-06,13,1,"0",2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,-Inf,-Inf,2022-04-23,2022-04-23,2022-04-23,-Inf,2021-09-20,2022-04-23,2022-04-23,2022-04-23,13
"United States","Oregon",2022-05-06,13,12,"0",2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2021-04-11,2021-04-11,2022-04-23,2022-04-23,2022-04-23,2021-06-28,2021-11-22,2022-04-23,2022-04-23,2022-04-23,13
"United States","Louisiana",2022-05-06,12.375,9,"32",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-04-21,2022-05-01,2022-04-03,2022-04-21,2022-04-21,-Inf,-Inf,2022-04-21,2022-04-21,2022-04-21,-Inf,-Inf,2022-04-21,2022-04-21,2022-04-21,14.375
"United States","Indiana",2022-05-06,12,12,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-08-08,2021-08-08,2022-04-24,2022-04-24,2022-04-24,2021-08-08,2021-10-11,2022-04-24,2022-04-24,2022-04-24,12
"United States","Arizona",2022-05-06,11,7,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-05,2021-07-05,2022-04-25,2022-04-25,2022-04-25,2021-07-05,2022-02-07,2022-04-25,2022-04-25,2022-04-25,11
"United States","Colorado",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,-Inf,-Inf,2022-04-25,2022-04-25,2022-04-25,-Inf,2022-03-28,2022-04-25,2022-04-25,2022-04-25,11
"United States","Connecticut",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-03-15,-Inf,2022-04-25,2022-04-25,2022-04-25,2021-02-04,2021-12-10,2022-04-25,2022-04-25,2022-04-25,11
"United States","Illinois",2022-05-06,11,9,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2021-08-16,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2021-09-27,2022-04-25,2022-04-25,2022-04-25,11
"United States","Minnesota",2022-05-06,11,7,"140",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2020-12-06,2020-12-06,2022-04-25,2022-04-25,2022-04-25,2020-12-06,2020-12-06,2022-04-25,2022-04-25,2022-04-25,19.75
"United States","North Carolina",2022-05-06,11,0,"1",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,-Inf,-Inf,2022-04-25,2022-04-25,2022-04-25,-Inf,-Inf,2022-04-25,2022-04-25,2022-04-25,11.0625
"United States","New Mexico",2022-05-06,11,7,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-06,2021-07-06,2022-04-25,2022-04-25,2022-04-25,2021-07-06,2021-11-15,2022-04-25,2022-04-25,2022-04-25,11
"United States","Nevada",2022-05-06,11,8,"128",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-07,2021-07-07,2022-04-25,2022-04-25,2022-04-25,2021-07-07,2021-07-07,2022-04-25,2022-04-25,2022-04-25,19
"United States","Vermont",2022-05-06,11,9,"4",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,-Inf,-Inf,2022-04-25,2022-04-25,2022-04-25,-Inf,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11.25
"United States","Wisconsin",2022-05-06,11,0,"7",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-08,2021-08-08,2022-04-25,2022-04-25,2022-04-25,2021-08-08,2022-02-21,2022-04-25,2022-04-25,2022-04-25,11.4375
"United States","Wyoming",2022-05-06,10.5,11,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-05-03,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2020-08-06,2020-08-06,2022-04-25,2022-04-25,2022-04-25,-Inf,2020-07-24,2022-04-25,2022-04-25,2022-04-25,10.5
"United States","Maryland",2022-05-06,10,0,"12",2022-04-26,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2021-02-12,2020-12-07,2022-04-26,2022-04-26,2022-04-26,2020-12-07,2020-12-07,2022-04-26,2022-04-26,2022-04-26,10.75
"United States","Pennsylvania",2022-05-06,9.5,0,"0",2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-19,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2021-05-08,2021-05-08,2022-04-27,2022-04-27,2022-04-27,2021-05-08,2022-04-27,2022-04-27,2022-04-27,2022-04-27,9.5
"United States","South Carolina",2022-05-06,9.25,8,"385",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-03-21,2022-03-21,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-23,2022-05-02,2022-05-02,2022-05-02,33.3125
"United States","Alabama",2022-05-06,9,8,"80",2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2021-04-05,2021-04-05,2022-04-27,2022-04-27,2022-04-27,2021-04-05,2022-03-16,2022-04-27,2022-04-27,2022-04-27,14
"United States","Oklahoma",2022-05-06,9,9,"384",2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2022-04-27,2021-08-02,2021-08-02,2022-04-27,2022-04-27,2022-04-27,2021-08-02,2021-10-11,2022-04-27,2022-04-27,2022-04-27,33
"United States","Ohio",2022-05-06,8.75,0,"83",2022-05-02,2022-05-02,2022-05-02,2022-04-18,2022-05-02,2022-05-02,2022-04-12,2022-05-02,2022-04-18,2022-05-02,-Inf,-Inf,2022-05-02,2022-05-02,2022-05-02,-Inf,2022-04-18,2022-04-18,2022-05-02,2022-04-18,13.9375
"United States","Arkansas",2022-05-06,8.3125,7,"0",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-08,2022-04-29,2022-04-29,2021-08-15,2021-08-15,2022-04-29,2022-04-29,2022-04-29,2021-08-15,2022-03-22,2022-04-29,2022-04-29,2022-04-29,8.3125
"United States","Florida",2022-05-06,8,1,"0",2022-04-28,2022-04-28,2022-04-28,2022-04-28,2022-04-28,2022-04-28,2022-04-28,2022-04-28,2022-04-28,2022-04-28,2021-08-16,2021-08-16,2022-04-28,2022-04-28,2022-04-28,2021-08-16,2022-04-17,2022-04-28,2022-04-28,2022-04-28,8
"United States","Iowa",2022-05-06,7,4,"0",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2020-08-19,2020-08-19,2022-04-29,2022-04-29,2022-04-29,2020-08-11,2021-11-01,2022-04-29,2022-04-29,2022-04-29,7
"United States","Alaska",2022-05-06,6.6875,0,"0",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-04-04,2021-08-04,2021-08-04,2022-05-01,2022-05-01,2022-05-01,2021-08-04,2021-10-04,2022-05-01,2022-05-01,2022-05-01,6.6875
"United States","Georgia",2022-05-06,5,1,"1",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-17,2021-08-17,2022-05-01,2022-05-01,2022-05-01,2021-08-17,2022-04-19,2022-05-01,2022-05-01,2022-05-01,5.0625
"United States","Texas",2022-05-06,5,0,"1",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-02,2021-08-02,2022-05-01,2022-05-01,2022-05-01,2021-08-02,2022-03-01,2022-05-01,2022-05-01,2022-05-01,5.0625
"United States","Utah",2022-05-06,5,0,"0",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-07-07,2021-07-07,2022-05-01,2022-05-01,2022-05-01,2021-07-08,2022-03-14,2022-05-01,2022-05-01,2022-05-01,5
"United States","National Government",2022-05-06,4.25,0,"0",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-04-25,2022-04-25,2022-04-25,2021-07-05,2021-07-05,2022-04-25,2022-05-04,2022-05-04,2021-07-05,2021-12-01,2022-05-04,2022-05-04,2022-05-04,4.25
"United States","Delaware",2022-05-06,4,0,"2",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-05-16,2021-05-16,2022-05-02,2022-05-02,2022-05-02,2021-05-16,2021-10-25,2022-05-02,2022-05-02,2022-05-02,4.125
"United States","Idaho",2022-05-06,4,0,"23",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,-Inf,-Inf,2022-05-02,2022-05-02,2022-05-02,2020-03-06,2022-02-14,2022-05-02,2022-05-02,2022-05-02,5.4375
"United States","Kansas",2022-05-06,4,1,"9",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,-Inf,-Inf,2022-05-02,2022-05-02,2022-05-02,-Inf,2022-04-11,2022-05-02,2022-05-02,2022-05-02,4.5625
"United States","Kentucky",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-02-22,2021-02-22,2022-05-02,2022-05-02,2022-05-02,2021-02-22,2022-04-11,2022-05-02,2022-05-02,2022-05-02,4
"United States","Maine",2022-05-06,4,1,"1",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-03-22,2021-03-22,2022-05-02,2022-05-02,2022-05-02,2021-03-22,2021-03-22,2022-05-02,2022-05-02,2022-05-02,4.0625
"United States","Mississippi",2022-05-06,4,0,"8",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,-Inf,-Inf,2022-05-02,2022-05-02,2022-05-02,-Inf,2022-04-26,2022-05-02,2022-05-02,2022-05-02,4.5
"United States","Montana",2022-05-06,4,1,"3",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-06-01,2021-06-01,2022-05-02,2022-05-02,2022-05-02,2021-03-30,2022-01-17,2022-05-02,2022-05-02,2022-05-02,4.1875
"United States","North Dakota",2022-05-06,4,10,"112",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,-Inf,-Inf,2022-05-02,2022-05-02,2022-05-02,-Inf,2021-10-07,2022-05-02,2022-05-02,2022-05-02,11
"United States","New Jersey",2022-05-06,4,9,"2",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,-Inf,-Inf,2022-05-02,2022-05-02,2022-05-02,2020-12-21,2020-12-21,2022-05-02,2022-05-02,2022-05-02,4.125
"United States","New York",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2020-11-30,2020-11-30,2022-05-02,2022-05-02,2022-05-02,2020-11-30,2020-11-30,2022-05-02,2022-05-02,2022-05-02,4
"United States","Rhode Island",2022-05-06,4,0,"14",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,-Inf,-Inf,2022-05-02,2022-05-02,2022-05-02,-Inf,2022-01-24,2022-05-02,2022-05-02,2022-05-02,4.875
"United States","Tennessee",2022-05-06,4,0,"19",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-04-19,2021-04-19,2022-05-02,2022-05-02,2022-05-02,2021-04-19,2022-02-08,2022-05-02,2022-05-02,2022-05-02,5.1875
"United States","Washington",2022-05-06,4,4,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-04-05,2021-04-05,2022-05-02,2022-05-02,2022-05-02,2021-08-06,2021-11-03,2022-05-02,2022-05-02,2022-05-02,4
"United States","West Virginia",2022-05-06,4,11,"16",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-07-19,2021-07-19,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,5
"United States","Virginia",2022-05-06,3.9375,1,"0",2022-05-02,2022-05-03,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-07-19,2021-07-19,2022-05-02,2022-05-02,2022-05-02,2021-07-19,2022-05-02,2022-05-02,2022-05-02,2022-05-02,3.9375
"United States","Washington DC",2022-05-06,3,0,"0",2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2020-11-23,2020-11-23,2022-05-03,2022-05-03,2022-05-03,2020-11-23,2020-11-23,2022-05-03,2022-05-03,2022-05-03,3
"United States","Massachusetts",2022-05-06,3,14,"0",2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2021-06-30,2021-06-30,2022-05-03,2022-05-03,2022-05-03,2021-06-14,2021-06-14,2022-05-03,2022-05-03,2022-05-03,3
"United States","Missouri",2022-05-06,3,0,"0",2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2022-05-03,2020-08-26,-Inf,2022-05-03,2022-05-03,2022-05-03,-Inf,2022-02-28,2022-05-03,2022-05-03,2022-05-03,3
"United States","California",2022-05-06,2,10,"0",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-08-01,2021-08-01,2022-05-04,2022-05-04,2022-05-04,2021-08-01,2021-10-25,2022-05-04,2022-05-04,2022-05-04,2
"United States","Hawaii",2022-05-06,2,0,"1",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-07-19,2021-07-19,2022-05-04,2022-05-04,2022-05-04,2021-07-19,2021-10-16,2022-05-04,2022-05-04,2022-05-04,2.0625
"United States","New Hampshire",2022-05-06,2,4,"5",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,-Inf,-Inf,2022-05-04,2022-05-04,2022-05-04,-Inf,2022-01-18,2022-05-04,2022-05-04,2022-05-04,2.3125
"United States","South Dakota",2022-05-06,2,0,"0",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-02-01,2021-02-01,2022-05-04,2022-05-04,2022-05-04,2020-12-07,2022-03-09,2022-05-04,2022-05-04,2022-05-04,2
"United States Virgin Islands","National Government",2022-05-06,33,0,"0",2022-04-03,2022-04-03,2022-04-03,2022-04-03,2022-04-03,2022-04-03,2022-04-03,2022-04-03,2022-04-03,2022-04-03,2021-06-28,2021-06-28,2022-04-03,2022-04-03,2022-04-03,2021-06-28,2022-04-03,2022-04-03,2022-04-03,2022-04-03,33
"Uruguay","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Uzbekistan","National Government",2022-05-06,19,4,"0",2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2021-08-15,2021-08-15,2022-04-17,2022-04-17,2022-04-17,2021-08-15,2022-03-27,2022-04-17,2022-04-17,2022-04-17,19
"Vanuatu","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Venezuela","National Government",2022-05-06,4,2,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Vietnam","National Government",2022-05-06,4,3,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Yemen","National Government",2022-05-06,12,1,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-07-19,2021-07-19,2022-04-24,2022-04-24,2022-04-24,2021-07-19,2022-04-24,2022-04-24,2022-04-24,2022-04-24,12
"Zambia","National Government",2022-05-06,25,2,"0",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2021-08-16,2021-08-16,2022-04-11,2022-04-11,2022-04-11,2021-08-16,2022-04-11,2022-04-11,2022-04-11,2022-04-11,25
"Zimbabwe","National Government",2022-05-06,25,0,"0",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2021-08-15,2021-08-15,2022-04-11,2022-04-11,2022-04-11,2021-08-15,2022-04-11,2022-04-11,2022-04-11,2022-04-11,25
